2025-11-02 21:01:56.644 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 23:16:30.638 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-02 23:16:32.268 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:16:32.282 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 23:16:32.287 | INFO     | src.model.inference:predict:94 - Prediction: ['Normal_Weight'].
2025-11-02 23:28:02.535 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 23:28:02.535 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-02 23:28:02.535 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-02 23:28:02.535 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-02 23:28:02.544 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:28:02.548 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:28:02.551 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:28:02.555 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-02 23:28:04.170 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:28:04.184 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:28:04.189 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-02 23:28:05.788 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:28:05.793 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-02 23:28:07.468 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:28:07.548 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 23:28:07.553 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 23:28:07.553 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-02 23:28:07.553 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-02 23:28:07.553 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-02 23:28:07.558 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:28:07.561 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:28:07.564 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:28:07.570 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-02 23:28:10.006 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:28:10.036 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:28:10.057 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-02 23:28:13.503 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:28:13.520 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-02 23:28:15.148 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:28:15.214 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 23:28:15.456 | INFO     | src.model.inference:predict:94 - Prediction: [6 1 0 ... 2 6 3].
2025-11-02 23:28:15.749 | INFO     | src.model.inference:predict:94 - Prediction: ['Overweight_Level_II' 'Normal_Weight' 'Insufficient_Weight' ...
 'Obesity_Type_I' 'Overweight_Level_II' 'Obesity_Type_II'].
2025-11-02 23:29:23.894 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:29:23.913 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:29:23.926 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:29:25.638 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:29:25.655 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:29:25.665 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:29:25.669 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:29:25.676 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'Age', 'NObeyesdad']
2025-11-02 23:29:27.535 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:29:27.557 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:29:28.565 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:29:28.573 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:29:28.576 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:29:28.579 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'Age', 'NObeyesdad']
2025-11-02 23:29:28.595 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:29:28.631 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:29:30.540 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:29:32.271 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:29:34.748 | INFO     | src.data.processing:_encode_label:224 - Encoding label
2025-11-02 23:29:34.783 | INFO     | src.data.utils:download_dataset:106 - Downloading dataset aravindpcoder/obesity-or-cvd-risk-classifyregressorcluster and saving into the folder D:\My_project\e2e_ml\data.
2025-11-02 23:29:38.398 | INFO     | src.data.utils:download_dataset:106 - Downloading dataset playground-series-s4e2 and saving into the folder D:\My_project\e2e_ml\data.
2025-11-02 23:29:42.493 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 23:29:42.493 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-02 23:29:42.493 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-02 23:29:42.493 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-02 23:29:42.493 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:29:42.493 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:29:42.493 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:29:42.493 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-02 23:29:44.085 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:29:44.092 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:29:44.092 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-02 23:29:45.808 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:29:45.808 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-02 23:29:47.328 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:29:47.328 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 23:29:47.344 | INFO     | src.model.inference:predict:94 - Prediction: ['Insufficient_Weight'].
2025-11-02 23:34:24.871 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 23:34:24.871 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-02 23:34:24.871 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-02 23:34:24.871 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-02 23:34:24.871 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:34:24.871 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:34:24.871 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:34:24.887 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-02 23:34:26.394 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:34:26.417 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:34:26.427 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-02 23:34:27.915 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:34:27.915 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-02 23:34:29.458 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:34:29.506 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 23:34:29.522 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 23:34:29.522 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-02 23:34:29.522 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-02 23:34:29.522 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-02 23:34:29.525 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:34:29.525 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:34:29.525 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:34:29.525 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-02 23:34:31.119 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:34:31.135 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:34:31.144 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-02 23:34:32.671 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:34:32.671 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-02 23:34:34.127 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:34:34.190 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 23:34:34.375 | INFO     | src.model.inference:predict:94 - Prediction: [6 1 0 ... 2 6 3].
2025-11-02 23:34:34.590 | INFO     | src.model.inference:predict:94 - Prediction: ['Overweight_Level_II' 'Normal_Weight' 'Insufficient_Weight' ...
 'Obesity_Type_I' 'Overweight_Level_II' 'Obesity_Type_II'].
2025-11-02 23:35:34.352 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:35:34.365 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:35:34.375 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:35:35.885 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:35:35.890 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:35:35.890 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:35:35.890 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:35:35.903 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'Age', 'NObeyesdad']
2025-11-02 23:35:37.324 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:35:37.324 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:35:37.343 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:35:37.345 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:35:37.347 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:35:37.351 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'Age', 'NObeyesdad']
2025-11-02 23:35:37.363 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:35:37.388 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:35:38.931 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:35:40.508 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:35:42.079 | INFO     | src.data.processing:_encode_label:224 - Encoding label
2025-11-02 23:35:42.111 | INFO     | src.data.utils:download_dataset:106 - Downloading dataset aravindpcoder/obesity-or-cvd-risk-classifyregressorcluster and saving into the folder D:\My_project\e2e_ml\data.
2025-11-02 23:35:45.272 | INFO     | src.data.utils:download_dataset:106 - Downloading dataset playground-series-s4e2 and saving into the folder D:\My_project\e2e_ml\data.
2025-11-02 23:35:48.630 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-02 23:35:48.630 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-02 23:35:48.630 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-02 23:35:48.630 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-02 23:35:48.630 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-02 23:35:48.630 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-02 23:35:48.630 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-02 23:35:48.630 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-02 23:35:50.119 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-02 23:35:50.124 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:35:50.132 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-02 23:35:51.555 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-02 23:35:51.566 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-02 23:35:53.096 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-02 23:35:53.111 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-02 23:35:53.111 | INFO     | src.model.inference:predict:94 - Prediction: ['Insufficient_Weight'].
2025-11-03 00:16:38.716 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-03 00:16:38.717 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-03 00:16:38.717 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-03 00:16:38.717 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-03 00:16:38.726 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-03 00:16:38.729 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-03 00:16:38.736 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-03 00:16:38.740 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-03 00:16:40.311 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-03 00:16:40.327 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-03 00:16:40.331 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-03 00:16:41.788 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-03 00:16:41.796 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-03 00:16:43.702 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-03 00:16:43.776 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-03 00:16:43.782 | DEBUG    | src.data.processing:data_processing_inference:28 - 🔧 Starting `data_processing_inference` function.
2025-11-03 00:16:43.782 | INFO     | src.data.processing:data_processing_inference:29 - Mode: is_train=False
2025-11-03 00:16:43.782 | INFO     | src.data.processing:data_processing_inference:32 - Removing columns ['id', 'NObeyesdad'].
2025-11-03 00:16:43.782 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'NObeyesdad']
2025-11-03 00:16:43.786 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-03 00:16:43.789 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-03 00:16:43.791 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-03 00:16:43.795 | INFO     | src.data.processing:data_processing_inference:52 - Loading 'qcut_bins' from aws.
2025-11-03 00:16:45.329 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-03 00:16:45.343 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-03 00:16:45.349 | INFO     | src.data.processing:data_processing_inference:75 - Loading 'scalers' from aws
2025-11-03 00:16:46.829 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-03 00:16:46.836 | INFO     | src.data.processing:data_processing_inference:102 - Loading 'features_encoder' from aws.
2025-11-03 00:16:48.469 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-03 00:16:48.542 | SUCCESS  | src.data.processing:data_processing_inference:114 - ✅ Data processing pipeline completed successfully.
2025-11-03 00:16:48.741 | INFO     | src.model.inference:predict:94 - Prediction: [6 1 0 ... 2 6 3].
2025-11-03 00:16:48.987 | INFO     | src.model.inference:predict:94 - Prediction: ['Overweight_Level_II' 'Normal_Weight' 'Insufficient_Weight' ...
 'Obesity_Type_I' 'Overweight_Level_II' 'Obesity_Type_II'].
2025-11-03 00:17:55.997 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-03 00:17:56.011 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-03 00:17:56.024 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-03 00:17:57.599 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-03 00:17:57.617 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-03 00:17:57.620 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-03 00:17:57.623 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-03 00:17:57.628 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'Age', 'NObeyesdad']
2025-11-03 00:17:59.827 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-03 00:17:59.841 | INFO     | src.data.processing:_scales_numerical_columns:193 - Scaling the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-03 00:17:59.856 | INFO     | src.data.processing:_change_height_units:147 - Changing the height units to centimeters.
2025-11-03 00:17:59.859 | INFO     | src.data.processing:_create_bmi_feature:154 - Creating a new column for the BMI (Body Mass Index) values from data samples.
2025-11-03 00:17:59.862 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-03 00:17:59.868 | INFO     | src.data.processing:_drop_features:218 - drop fratures ['id', 'Age', 'NObeyesdad']
2025-11-03 00:17:59.878 | INFO     | src.data.processing:_transform_numerical_columns:170 - Transforming (Log + 1 transformation) to the ['Height', 'Weight', 'FCVC', 'NCP', 'CH2O', 'FAF', 'TUE', 'BMI'] columns.
2025-11-03 00:17:59.902 | INFO     | src.data.processing:_create_inmm_features:161 - Creating a new column for the INMM (Ideal Number of Main Meals?) values from data sample.
2025-11-03 00:18:01.396 | INFO     | src.data.processing:_categorize_numerical_columns:180 - Categorizing the 'Age' column into discrete categories.
2025-11-03 00:18:02.991 | INFO     | src.data.processing:_encode_categorical_columns:205 - Encoding the ['Gender' 'Age' 'family_history_with_overweight' 'FAVC' 'CAEC' 'SMOKE'
 'SCC' 'CALC' 'MTRANS' 'INMM'] columns.
2025-11-03 00:18:04.528 | INFO     | src.data.processing:_encode_label:224 - Encoding label
2025-11-03 00:18:04.560 | INFO     | src.data.utils:download_dataset:106 - Downloading dataset aravindpcoder/obesity-or-cvd-risk-classifyregressorcluster and saving into the folder D:\My_project\e2e_ml\data.
